eid	title	author	firstpage	lastpage	pages
MO3-43	The {SLAC} Low Emittance Accelerator Test Facility	G. A. Loew and R. H. Miller and C. K. Sinclair	144	147	144-147
MO3-44	Post Coupler Studies for {Alvarez} Tanks	M. Sawamura and Y. Iwashita and H. Takekoshi	148	150	148-150
MO3-45	$Q$ Value of {DAW} Linac with Biperiodic T Stem	Y. Iwashita and S. Abe and H. Takekoshi	151	153	151-153
MO3-46	Multiple-Measurement Beam Probe	J. D. Gilpatrick and D. L. Grant	154	156	154-156
MO3-47	A Coherent Very High Power Microwave Source Using a Virtual Cathode Oscillator	M. V. Fazio and R. F. Hoeberling	157	159	157-159
MO3-48	Unified Formulation for Linear Accelerator Design	Z. D. Farkas	160	162	160-162
MO3-49	New Concepts in Microwave Sources for {e⁺e⁻} Supercolliders	V. L. Granatstein and P. E. Latham and W. Lawson and J. H. McAdoo and M. Reiser and C. D. Striffler	163	165	163-165
MO3-50	A High Peak Power, {X}-Band Gyroklystron for Linear Accelerators	W. Lawson and J. Calame and V. L. Granatstein and P. E. Latham and G. S. Park and M. Reiser and C. D. Striffler and F. J. Williams and J. Neilson	166	170	166-170
TU1-1	Highlights of the Heavy Ion Fusion Symposium	D. Keefe	171	175	171-175
TU1-2	High-Current Beam Dynamics and Transport, Theory and Experiment	M. Reiser	176	182	176-182
TU2-1	Emittance Growth	I. Hofmann	183	187	183-187
TU2-2	Recent Developments in {RF} Superconductivity for Linac Structures	H. Lengeler	188	193	188-193
TU2-3	The {CEBAF} Superconducting Accelerator — An Overview	C. W. Leemann	194	199	194-199
TU2-4	Comparison of Standing-Wave and Traveling-Wave Structures	R. H. Miller	200	208	200-208
WE1-1	A Progress Report on the {SLAC Linear Collider}	J. Rees	209	213	209-213
WE1-2	Special {SLC} Linac Developments	J. T. Seeman and J. C. Sheppard	214	219	214-219
WE1-3	Advanced Technology Recently Developed at {KEK} for Future Linear Colliders	J. Tanaka	220	226	220-226
WE2-1	{RFQ}’s in Research and Industry	J. Staples	227	231	227-231
WE2-2	Innovations in Ion Sources and Injectors	R. Keller	232	236	232-236
WE2-3	Progress in the Development of {H⁻} Ion Sources	K. Prelec	237	242	237-242
WE2-4	{RF} Cavity Design and Codes	T. Weiland	243	250	243-250
WE3-4	Field Stabilisation with Resonant Line Couplers	A. Schempp	251	253	251-253
WE3-5	Status of the {HERA}-{RFQ} Injector	A. Schempp and H. Klein and P. Schastok and K. H. Pape and S. H. Wang	254	256	254-256
WE3-6	The Design of a Single Pulse Accelerator	A. Schempp	257	259	257-259
WE3-8	Design of an {RFQ}-Based, {H⁻} Injector for the {BNL}/{FNAL} {200 MeV} Proton Linacs	R. A. Gough and D. Howard and J. Staples and J. Tanabe and D. Yee and C. D. Curtis and K. Prelec	260	262	260-262
WE3-9	The {SuperHILAC} Upgrade Project	B. Feinberg and I. G. Brown	263	265	263-265
WE3-10	Status of the Positive-Ion Injector for {ATLAS}	L. M. Bollinger and R. C. Pardo and K. W. Shepard	266	268	266-268
WE3-11	Development of a Heavy-Ion Linac Based on Superconducting Interdigital Accelerating Structures	K. W. Shepard	269	271	269-271
WE3-12	Microwave Undulator	K. Batchelor	272	275	272-275
WE3-13	{MAFIA} — A Three-Dimensional Electromagnetic {CAD} System for Magnets, RF Structures, and Transient Wake-Field Calculations	R. Klatt and F. Krawczyk and W.-R. Novender and C. Palm and T. Weiland and B. Steffen and T. Barts and M. J. Browman and R. K. Cooper and C. T. Mottershead and G. Rodenz and S. G. Wipf	276	278	276-278
WE3-14	Three-Dimensional Cavity Calculations	M. J. Browman and R. K. Cooper and T. Weiland	279	281	279-281
WE3-15	Wake Field Calculations with Three-Dimensional {BCI} Code	R. Klatt and T. Weiland	282	285	282-285
WE3-16	Cavity and Waveguide Design by Triangular Mesh Code {URMEL-T}	van Rienen, U. and T. Weiland	286	288	286-288
WE3-17	Impedance of Cavities with Beam Ports Above Cut-Off	van Rienen, U. and T. Weiland	289	291	289-291
WE3-18	Modes in Infinitely Repeating Structures of Cylindrical Symmetry	T. Weiland	292	295	292-295
WE3-19	Beam Transport with Space Charge Compensation	J. Klabunde and A. Schönlein	296	298	296-298
WE3-20	The Project of a High-Current Injector at the {UNILAC}	J. Klabunde and N. Angert and L. Dahl and R. Keller and M. Müller and R. W. Müller and P. Spädtke and J. Häuser and H. Klein and A. Schempp and A. Schönlein and T. Weis	299	301	299-301
WE3-21	The {UNILAC} as a Fast Switching, Variable Ion and Energy Accelerator	J. Glatz	302	304	302-304
WE3-22	Low-$β$ Ion Acceleration with a {MEQALAC}	van Amersfoort, P. W. and F. Siebenlist and R. W. Thomae and R. Wojke and F. G. Schonewille and S. T. Ivanov and H. Klein and A. Schempp and T. Weis	305	307	305-307
WE3-23	{RFQ} Linacs with Constant Inner Aperture and Modulation	P. Junior and H. Deitinghoff and A. Harth	308	310	308-310
WE3-24	High Current {RFQ} Accelerator Using a Split Coaxial Resonator with a Four Rod Structure	P. Leipe and H. Deitinghoff and H. Klein and K. Langbein and A. Schempp	311	314	311-314
WE3-26	Beam Dynamics in Long Transit Time Linac Cavities for Heavy Ion Boosters	P. M. Lapostolle and S. Valero	315	317	315-317
WE3-29	{RF} Linac for Heavy Ion Fusion Driver	I. M. Kapchinskiy and V. S. Artemov and V. A. Batalin and E. N. Daniltzev and A. Ju. Djadin and D. D. Iosseliani and A. M. Kozodaev and V. V. Kushin and A. R. Kurs and N. V. Lazarev and I. M. Lipkin and I. O. Parschin and S. V. Plotnikov and V. G. Shevchenko and V. S. Skachkov and S. B. Ugarov and A. B. Zarubin	318	322	318-322
WE3-30	Bunch Shape Measuring Technique and its Application for an Ion Linac Tuning	A. V. Feschenko and P. N. Ostroumov	323	327	323-327
WE3-31	Heavy-Ion {RFQ} Accelerator {MAXILAC} Achieves {45 keV} / {AMU}	R. W. Müller and J. Bolle and R. Keller and U. Kopf and H. Liesem and P. Spädtke and A. Schönlein	328	329	328-329
WE3-33	{OSCAR2D}, A Computer Code for the Design of {RF} Cavities and Structures	P. Fernandes and R. Parodi	330	332	330-332
WE3-34	The Use of the {IBM-PC} Computer in Accelerator Design Calculations	J. Colman	333	335	333-335
WE3-35	Numerical Studies of Emittance Exchange in {2-D} Charged Particle Beams	F. W. Guy and T. P. Wangler	336	339	336-339
WE3-36	The Influence of Equipartitioning on the Emittance of Intense Charged-Particle Beams	T. P. Wangler and F. W. Guy and I. Hofmann	340	345	340-345
WE3-37	{RFQ} Scaling-Law Implications and Examples	E. A. Wadlinger	346	348	346-348
WE3-39	Understanding Scaling Laws	W. P. Lysenko	349	351	349-351
WE3-40	A New High Intensity {DC} {H⁻} Ion Source for {TRIUMF}	R. Baartman and K. R. Kendall and M. McDonald and D. R. Mosscrop and P. W. Schmor and D. Yuan	352	354	352-354
WE3-41	Ion Acceleration in the {CERN} Linac 1	H. Haseroth and C. E. Hill and P. Têtu and M. Weiss and N. Angert and J. Klabunde and B. Langenbeck and K. Leible and P. Spädtke and B. H. Wolf and R. Caylor and R. A. Gough and D. Howard and R. MacGill and J. Staples and J. Tanabe	355	357	355-357
WE3-42	Operation of a Short Pulse Negative Ion Source	C. E. Hill	358	360	358-360
WE3-43	A Heavy Ion {RFQ} with High Accelerating Gradient	B. G. Chidley and R. M. Hutcheon and G. E. McMichael	361	363	361-363
WE3-44	Ionization Front Accelerator	C. L. Olson	364	366	364-366
WE3-47	The {KUTI-20} Accelerator First Stage Adjusting	V. G. Dolbilov and A. A. Fateev and V. I. Kazacha and V. I. Mironov and V. A. Petrov and V. P. Sarantsev and A. S. Shcheulin and A. I. Sidorov and A. P. Sumbaev and S. I. Tiutiunnikov	367	370	367-370
WE3-48	Beam Test of the {RFQ} Linac {TALL}	N. Ueda and S. Arai and T. Fukushima and Y. Hirao and A. Mizobuchi and T. Nakanishi and S. Tatsumi and S. Yamada and M. Olivier	371	373	371-373
WE3-49	A Multi-Module Cavity Structure of Split Coaxial {RFQ}	E. Tojyo and S. Arai and T. Fujino and T. Fukushima and N. Tokuda and T. Hattori	374	376	374-376
WE3-50	Construction and Acceleration Characteristics of the {Tokyo Institute of Technology} Heavy Ion Linac	T. Hattori and E. Arai and Y. Oguri and K. Sato and H. Suzuki	377	379	377-379
WE3-51	A Computer Program for Beam Phase Space with Arbitrary Configuration	S. Fu and Y. B. Chen and X. Xie	380	384	380-384
TH1-1	The Two-Beam Accelerator	A. M. Sessler and D. B. Hopkins	385	390	385-390
TH1-2	Progress on Plasma Accelerators	P. Chen	391	397	391-397
TH1-3	Wake Field Acceleration	W. Bialowons and H. D. Bremer and F.-J. Decker and von Hartrott, M. and H. C. Lewin and T. Weiland and P. Wilhelm and G.-A. Voss and K. Yokoya and C. Xiao	398	406	398-406
TH2-1	Magnet Innovations for Linacs	K. Halbach	407	410	407-410
TH2-2	Electron Linac Injector Developments	J. S. Fraser	411	415	411-415
TH2-3	Linacs for Microtrons and Pulse Stretchers	S. Penner	416	420	416-420
TH2-4	Intense Low Emittance Linac Beams for Free Electron Lasers	T. I. Smith	421	428	421-428
TH3-1	A Pulse Compression System for the {ANL} {20 MeV} Linac	G. Mavrogenes and J. Norem and J. Simpson	429	430	429-430
TH3-2	Positron Injection Linac System for the {Argonne Light Source}	G. Mavrogenes and Y. Cho and T. Khoe	431	433	431-433
TH3-3	Progress Report on {ANL} Advanced Accelerator Test Facility	R. Konecny and J. MacLachlan and J. Norem and A. G. Ruggiero and P. Schoessow and J. Simpson	434	436	434-436
TH3-4	High-Field Capture Section for {SLC} Positron Source	H. A. Hoag and H. Deruyter and J. Kramer and C. G. Yao	437	440	437-440
TH3-6	{SLC} Energy Spectrum Monitor Using Synchrotron Radiation	J. T. Seeman and W. Brunk and R. Early and M. Ross and E. Tillmann and D. Walz	441	443	441-443
TH3-7	Industrial Development of {Cornell} Superconducting Cavities for {CEBAF}	W. Bensiek and G. Garner and J. Hager and G. Biallas and A. Chargin and B. Moss and J. Parkinson and J. Amato and J. Brawley and D. Coulombe and A. Heidt and S. Herb and J. Kirchgessner and D. Morse and K. Nakajima and H. Padamsee and F. Palmer and H. L. Phillips and C. Reece and R. Sundelin and M. Tigner and K. Schulz and U. Klein and A. Palussek and H. P. Vogel and E. Conner and S. Loer and P. Weller and R. Fleck and Th. Grundey and H. Heinrichs and D. Huppelsberg and A. Matheisen and M. Peiniger and H. Piel and R. Roeth	444	448	444-448
TH3-8	Optics of Beam Recirculation in the {CEBAF} {CW} Linac	D. R. Douglas	449	451	449-451
TH3-9	Multipass Beam Breakup in the {CEBAF} Superconducting Linac	J. J. Bisognano and G. A. Krafft	452	454	452-454
TH3-10	An {X}-Band Coaxial Standing-Wave Linear Accelerator Structure	E. Tanabe and M. Bayer and S. D. Ireton and G. Kalkanis	455	457	455-457
TH3-11	Voltage Breakdown at {X}-Band and {C}-Band Frequencies	E. Tanabe and G. A. Loew and J. W. Wang	458	460	458-460
TH3-12	{RF} Breakdown Studies in a {SLAC} Disk-Loaded Structure	J. W. Wang and G. A. Loew and V. Nguyen-Tuong	461	464	461-464
TH3-13	First Electron Beams from the {LEP} Injector Linacs	D. J. Warner	465	468	465-468
TH3-14	Simulation of Trajectory Control in {LIL}	R. Chehab and Y. Thiery and K. Hübner	469	471	469-471
TH3-15	Design of a High Intensity Electron Buncher	D. Tronc and C. Bourat and J. P. Georges and A. Setty and B. Spataro	472	474	472-474
TH3-16	Beam-Beam Deflections as an Interaction Point Diagnostic for the {SLC}	P. Bambade and R. Erickson	475	477	475-477
TH3-17	{Beamstrahlung} Monitor for{ SLC} Final Focus Using Gamma Ray Energies	G. Bonvicini and A. Minten and C. Field	478	479	478-479
TH3-18	{Beamstrahlung} Monitor for {SLC} Final Focus Using Visible Wavelengths	G. Bonvicini and A. Minten and J. Ferrie and C. Field	480	480	480
TH3-19	Phase Control System of the {KEK} {2.5 GeV} Electron Linac	H. Hanaki and S. Anami and S. Ohsawa and Y. Otake and Y. Saito and J. Tanaka	481	483	481-483
TH3-20	Image Processing System for Electron Linac Beam Diagnosis	D.-K. Liu and I. Abe and A. Enomoto and K. Nakahara and J. Tanaka and T. Urano	484	486	484-486
TH3-21	Electron Gun for the Positron Generator	S. Fukuda and S. Anami and A. Asami and N. Kaneko and Y. Ogawa and S. Ohsawa and Y. Otake and Y. Saito and T. Shidara and J. Tanaka	487	489	487-489
TH3-22	Deflection by the Image Current and Charges of a Beam Scraper	K. L. F. Bane and P. L. Morton	490	492	490-492
TH3-24	Radiation of a Charge in a Perfectly Conducting Cylindrical Pipe with a Jump in its Cross Section	S. A. Kheifets and S. A. Heifets	493	495	493-495
TH3-25	Injector of the Positron Generator	A. Asami and I. Abe and S. Anami and A. Enomoto and S. Fukuda and N. Kaneko and Y. Ogawa and S. Ohsawa and Y. Otake and Y. Saito and I. Sato and T. Shidara and J. Tanaka	496	498	496-498
TH3-26	Accelerator Guide of Positron Generator Linac	I. Sato and A. Enomoto and K. Kakihara and H. Matsumoto and T. Oogoe and J. Tanaka and K. Inoue and Y. Iino and K. Taki and N. Yamaguchi	499	501	499-501
TH3-27	Acceleration Characteristics of Positron Generator Linac	I. Sato and I. Abe and S. Anami and A. Asami and A. Enomoto and T. Fukuda and H. Hanaki and H. Honma and K. Kakihara and N. Matsuda and H. Matsumoto and K. Nakahara and K. Nakao and Y. Ogawa and S. Ohsawa and Y. Ohtake and T. Oogoe and Y. Saito and T. Shidara and J. Tanaka and T. Urano and K. Miyata and N. Kaneko and H. Tanaka and N. Terabayashi	502	504	502-504
TH3-28	A {90 MeV} Electron Linac of {IHEP}	S. Zhou	505	507	505-507
TH3-29	Experiences in Fabricating and Testing the {RF}-Sections of the {Mainz} Microtron	H. Euteneuer and H. Schöler	508	511	508-511
TH3-30	The Superconducting {130 MeV} Recyclotron for Electrons at {Darmstadt}	K. Alrutz-Ziemssen and H.-D. Gräf and V. Huck and K. D. Hummel and G. Kaster and M. Knirsch and A. Richter and M. Schanz and S. Simrock and E. Spamer and O. Titze and Th. Grundey and H. Heinrichs and H. Piel	512	514	512-514
TH3-31	The {200 MeV} Linac at {HESYRL}	D.-F. Wang and T.-H. Ho and Y.-J. Pei	515	517	515-517
TH3-32	A New Electron Linac for the {Saclay} Stretcher Ring Project	B. Aune and C. Bourat and K. Djidi and M. Jablonka and M. Juillard and F. Netter	518	519	518-519
TH3-33	Improvement of the Electron Injection for the {ALS} Electron Linac	B. Aune and P. Corveller and Ph. Damsin and M. Jablonka and J. M. Joly and M. Juillard	520	522	520-522
TH3-34	Field Computations and Measurements on a Biperiodic Buncher Structure	F. Tazzioli and B. Spataro and P. Fernandes and R. Parodi and D. Tronc	523	525	523-525
TH3-35	Present Optics Options for {TeV} Colliders	J. E. Spencer	526	530	526-530
TH3-36	Frequency Scaling of Linear Super-Colliders	A. Mondelli and D. Chernin and A. Drobot and V. L. Granatstein and M. Reiser	531	533	531-533
TH3-38	Experimental Investigation of Beam Generation, Acceleration, Transport, and Extraction in the {RADLAC-II} Pulsed Transmission Line Linear Accelerator	M. G. Mazarakis and C. A. Ekdahl and J. R. Freeman and C. A. Frost and D. E. Hasti and D. L. Johnson and G. T. Leifeste and R. B. Miller and J. W. Poukey and K. R. Prestwich and S. L. Shope and D. L. Smith and W. A. Stygar	534	536	534-536
TH3-39	Ion Focused Transport Experiments	C. A. Frost and C. A. Ekdahl and J. R. Freeman and G. T. Leifeste and M. G. Mazarakis and R. B. Miller and J. W. Poukey and S. L. Shope and W. K. Tucker and B. B. Godfrey	537	539	537-539
TH3-40	Cumulative Beam Breakup with a Distribution of Deflecting Mode Frequencies	R. L. Gluckstern and F. Neri and R. K. Cooper	540	542	540-542
TH3-41	Beam Breakup in a Multi-Section Recirculating Linac	R. L. Gluckstern	543	545	543-545
TH3-42	{EG&G} Electron Linac Modifications	N. J. Norris and J. L. Detch and C. L. Hudson and S. M. Kocimski and C. R. Sawyer	546	548	546-548
TH3-43	Acceleration of Electrons by the Wake Field of Proton Bunches	A. G. Ruggiero	549	552	549-552
TH3-44	First Observations of Acceleration of Injected Electrons in a Laser Plasma Beatwave Experiment	N. A. Ebrahim and P. Bordeur and E. A. Heighway and P. Lavigne and F. Martin and J. P. Matte and H. Pepin	553	556	553-556
TH3-45	A Recirculating Linac as an Injector for Small Storage Rings or Free Electron Lasers	W. A. Gillespie and E. A. Hughes and N. Marks and G. Saxon	557	559	557-559
TH3-48	Modifying a Research Linac Laboratory into an Applied Radiation Facility	R. C. Block	560	562	560-562
TH3-49	Operation of a {300 MeV} Electron Linac in the Short-Beam Mode	V. A. Azhippo and N. I. Ajzatskij and V. G. Batij and V. P. Bozhko and S. N. Dyukov and V. Ya. Golovnya and G. M. Ivanov and L. A. Makhnenko and S. N. Olejnik and P. M. Ryabka and G. F. Timoshevskij	563	565	563-565
TH3-50	Self-Oscillatory Mode of Acceleration in Electron Linac with Feedback	V. A. Azhippo and N. I. Ajzatskij and L. A. Makhnenko	566	569	566-569
TH3-51	Feedback System Analysis for Beam Breakup in a Multipass Multisection Electron Linac	A. Mosnier and B. Aune	570	572	570-572
TH3-52	Studies of Electron Linac Beam Postacceleration in a Chain of Passive Cavity Structures	G. L. Fursov and V. A. Kushnir and V. P. Romas’ko and A. M. Shenderovich and V. A. Vishnyakov and V. V. Zakutin	573	575	573-575
TH3-53	{Kharkov} Electron Linac as Injector for Stretcher Ring	V. A. Vishnyakov and G. K. Demyanenko and A. N. Dovbnya and V. M. Kobezsky and V. B. Mufel and G. D. Pugachev and V. A. Shendrik	576	577	576-577
TH3-54	A Few Aspects of Excitation of Wake Waves in Accelerating Structures	E. M. Laziev and V. M. Tsakanov	578	579	578-579
TH3-55	Beam Emittance Measurement on Electron Gun	N. Liu and L. Fu and W. Gao and Z. Guo	580	584	580-584
FR1-1	Future {e⁺e⁻} Linear Colliders and Beam-Beam Effects	P. B. Wilson	585	590	585-590
FR1-2	Factors Limiting the Operation of Structures under High Gradient	S. O. Schriber	591	598	591-598
FR2-1	Collider Constraints in the Choices for Wavelength and Gradient Scaling	J. D. Lawson	599	603	599-603
