eid	title	author	firstpage	lastpage	pages
B-08	Status of the {NIRS-Chiba} Isochronous Cyclotron	T. Yamada and H. Ogawa and Y. Sato and K. Suzuki	61	64	61-64
B-09	The {INR} {30 MeV(p)} Cyclotron	C. J. Yao and H. J. Chang	65	67	65-67
B-10	Progress of the {1.7 m} {SFC}	S. J. {Zhang (on behalf of SFC Group)}	68	71	68-71
B-11	Variable Energy Cyclotron at {Calcutta}	{VEC Staff}	72	75	72-75
B-12	Status Report of the Compact Cyclotron {C-30} for Medical Isotopes Production	J. Sura and J. Lorkiewicz and A. Piotrowski and E. Plawski and J. Zawadzki	76	79	76-79
B-13	Status Report on the {Uppsala} Synchrocyclotron and {CELSIUS} Cooler Ring Project	S. Holm and D. Reistad	80	83	80-83
B-14	Recent Modernization of {IAE} Cyclotron in {Moscow}	N. I. Venikov and V. N. Unezhev and L. I. Yudin	84	86	84-86
B-15	Operation of the {VICKSI}-Cyclotron with Tandem Injector	K. {Ziegler (on behalf of VICKSI-Group)}	87	89	87-89
B-16	Operation Experience with the {CYCLONE-OCTOPUS} Combination	J. L. Bol and A. Chevalier and Y. Jongen and M. Lacroix and F. Mathy and G. Ryckewaert	90	93	90-93
B-17	Status Report on {GANIL}	A. {Chabert (on behalf of GANIL Group)}	94	97	94-97
B-18	Status Report on the {CNRS} {Orleans}’ Cyclotron	G. Goin and J. Briaud and Le Polotec, L.	98	101	98-101
B-19	Status Report on the {University of Manitoba} Accelerator Laboratory	S. Oh and J. Anderson and V. P. Derenchuk and J. J. G. Durocher and I. Gusdal and Y. Huang and G. R. Smith and H. Uzat and M. Yoon and K. Abdul-Retha and J. S. C. McKee	102	104	102-104
B-20	The {CERN} {SC} as a Heavy Ion Accelerator	B. W. Allardyce	105	108	105-108
B-21	Operating Experience with the Light-Ion Injector of the {NAC}	du Toit, Z. B. and S. J. Burger and P. J. Celliers and E. P. Conard and J. J. Kritzinger and L. M. M. Roels	109	112	109-112
B-22	Upgrading Projects for the {Princeton University} {AVF} Cyclotron	S. Kidner and R. T. Kouzes and W. H. Moore and M. Yoon and S. Oh	113	115	113-115
C-01	Perspective of Ion Cooling Rings	D. Mohl	116	122	116-122
C-02	The {Indiana} Cooler Project — 1986 Status Report	R. E. Pollock	123	127	123-127
C-03	Heavy Ion Accelerator and Cooler — {TARN} 2	T. Katayama	128	133	128-133
C-04	The {HISTRAP} Proposal: Heavy Ion Storage Ring for Atomic Physics	D. K. Olsen and G. D. Alton and S. Datz and P. F. Dittner and D. T. Dowling and D. L. Haynes and E. D. Hudson and J. W. Johnson and I. Y. Lee and R. S. Lord and C. A. Ludemann and J. A. Martin and J. B. McGrory and F. W. Meyer and P. D. Miller and W. T. Milner and S. W. Mosko and P. L. Pepmiller and G. R. Young	134	140	134-140
C-05	Electron Cooling at {INS}-{TARN II}	T. Tanabe and T. Honma and M. Kanazawa and M. Kodaira and A. Mizobuchi and A. Noda and T. Oosuga and K. Sato and M. Sekiguchi and I. Sugai and M. Takanaka and H. Tsujikawa and M. Yasue	141	144	141-144
C-06	Simulation of Beams in {TARN II} with a Solid Target	K. Noda and A. Noda and I. Katayama	145	148	145-148
C-07	Design Study of a Cooling Ring and Storage Synchrotron at {RCNP}	A. Ando and K. Hosono and I. Katayama	149	152	149-152
C-08	The {Indiana University} Cyclotron Facility Electron Cooling System	O. C. Dermois and T. J. P. Ellison and D. L. Friesel	153	156	153-156
E-01	Advances in Superconducting Cyclotrons at {MSU}	H. G. Blosser and T. A. Antaya and R. Au and S. M. Austin and E. Blosser and G. Blosser and R. Blue and S. Bricker and D. Cole and M. Fowler and M. M. Gordon and L. H. Harwood and H. Hilbert and D. A. Johnson and E. Kashy and H. Laumer and D. Lawton and M. L. Mallory and F. Marti and P. S. Miller and B. F. Milton and R. Morin and J. A. Nolen and J. Ottarson and B. Sherrill and G. Stork and J. Vincent and X. Y. Wu and A. F. Zeller	157	167	157-167
E-02	Progress Report on the {Milan} Superconducting Cyclotron	E. Acerbi and F. Aghion and F. Alessandria and G. Baccaglioni and G. Bellomo and C. Birattari and A. Bosotti and De Martinis, C. and E. Fabrici and A. Ferrari and D. Giove and W. Giussani and P. Michelato and C. Pagani and G. Rivoltella and L. Rossi and L. Serafini and A. Sussetto and V. Torri and G. Varisco and G. Cuttone and Di Bernardo, P. and S. Gustafsson and G. Raia	168	175	168-175
E-03	{HIRFL} Separated Sector Cyclotron Progress	B. {Wei (on behalf of HIRFL Group)}	176	183	176-183
F-01	{AGOR} a Superconducting Cyclotron for Light and Heavy Ions	S. Galès	184	190	184-190
F-02	New Design for the Old Cyclotron of {SARA}	S. Albrand and J. L. Belmont and M. Fruneau and A. Khallouf	191	194	191-194
F-03	Status of the {Texas} {A&M} {K500} Superconducting Cyclotron	D. P. May and D. R. Haenni and R. C. Rogers and P. Smelser and D. H. Youngblood	195	198	195-198
F-04	Commissioning of the {JINR} {Phasotron}	A. A. Glazov	199	202	199-202
F-05	The {EULIMA} Project	P. Mandrillon and R. Ostojic and A. Susini and Y. Jongen and J. P. Meulders and G. Ryckewaert	203	206	203-206
F-06	Proposal for Cyclotron Cascade Project	I. Miura and A. Ando and K. Hosono and T. Itahashi and K. Katayama and M. Kondo and Y. Misaki and T. Saito and A. Shimizu and T. Yamazaki	207	210	207-210
F-07	Design Status of the {Medical Cyclotron Facility}	R. C. Sethi	211	214	211-214
G-01	On the {TRITRON}	G. Hinderer	215	221	215-221
G-02	{H¯} Extraction and Proton Accumulation for the {TRIUMF} KAON Factory Synchrotron Project	G. H. Mackenzie	222	229	222-229
G-03	Beam Quality Study in {RCNP} Six-Sector Ring Cyclotron	T. Yamazaki and K. Hosono and Y. Misaki and I. Miura	230	233	230-233
G-04	High Intensity and Space Charge Problems at {GANIL}	E. Baron and R. Beck and M. P. Bourgarel and B. Bru and A. Chabert and C. Ricaud	234	237	234-237
G-05	{SPUNCH} — A Space Charge Bunching Computer Code	R. Baartman	238	239	238-239
G-06	A Cyclotron Orbit Code Using Second Order Transfer Matrices	B. F. Milton	240	243	240-243
G-07	Orbit Studies for the {NAC} Separated-Sector Cyclotron	P. M. Cronje	244	247	244-247
G-08	Extraction Exploiting $ν_r = 3/2$: Optical and Technical Constraints on Performance	R. E. Laxdal and E. De Vita and G. Dutto and G. H. Mackenzie and J. Pearson and J. R. Richardson and R. Trellé and R. Worsham and M. Zach	248	251	248-251
G-09	Effects on a Beam of Prolonged Weaving Around the $ν_r = 2ν_z$ Resonance	M. M. Gordon and F. Marti and X. Y. Wu	252	255	252-255
G-10	Resonances in AVF Cyclotrons Resulting from Coupling between Magnetic Field and Dee-Structure	W. J. G. M. Kleeven and J. I. M. Botman and H. L. Hagedoorn	256	259	256-259
G-11	Beam Dynamics Aspects of a High Intensity Isotope Production Cyclotron	Y. Jongen and M. Lacroix and G. Ryckewaert and S. Zaremba	260	262	260-262
G-12	Analytical Treatment of Ion Inflectors	J. I. M. Botman and H. L. Hagedoorn and J. Reich and P. Wucherer	263	266	263-266
G-13	Examples of Ray Tracing in Ion Inflectors	J. I. M. Botman and H. L. Hagedoorn and J. Reich and P. Wucherer	267	270	267-270
I-01	Full Power Tests of the First {RF} Cavity for the {Milan} {K800} Cyclotron	C. Pagani and M. Bonezzi and A. Bosotti and A. Giussani and V. Lovati and P. Michelato and G. Varisco and F. Zibra	271	274	271-274
I-02	Construction of the {Louvain-la-Neuve} {30 MeV} {500 μA} {H¯} Cyclotron	Y. Jongen and J. L. Bol and A. Chevalier and M. Lacroix and G. Ryckewaert	275	278	275-278
I-03	Nondestructive Diagnostics for Measuring the Phase, Position, and Intensity of {15 enA} Beams from the {IUCF} Cyclotron	T. J. P. Ellison and C. M. Fox and S. W. Koch and R. Liu	279	283	279-283
I1-01	Magnet System of Heavy Ion Synchrotron and Cooler Ring, {TARN II}	A. Noda and Y. Hattori and Y. Hirao and M. Kanazawa and T. Katayama and M. Kodaira and M. Mizota and K. Noda and S. Sasaki and N. Takahashi and M. Takanaka and T. Tanabe and S. Tatsumi and T. Watanabe and M. Yoshizawa and A. Itano	284	287	284-287
I1-02	The Design of Homogeneous Field Solenoids for the {IUCF} Cooler Section	O. C. Dermois	288	291	288-291
I1-03	Isochronous Fields for {RIKEN} Ring Cyclotron	A. Goto and K. Hatanaka and S. Motonaga and N. Nakanishi and H. Takebe and T. Wada and Y. Yano	292	295	292-295
I1-04	Spiral Sector Magnet of the Proposed Six Sector Ring Cyclotron	K. Hosono and T. Itahashi and M. Kibayashi and Y. Misaki and I. Miura and A. Shimizu	296	298	296-298
I1-05	Magnetic Field near the Center on the Baby Cyclotron	T. Karasawa and H. Yoshida	299	302	299-302
I1-06	Design and Measurement of the {Lanzhou} {1.7 m} {SFC} Magnetic Field	Z. Ma	303	304	303-304
I1-07	An Analytical Method to Determine the Geometry of the Sectors	Z. Ahmed and R. C. Sethi	305	308	305-308
I1-08	Cyclotron Magnetic Field Computation Based on Data of an Asymmetric Reference Plane	X. Xie and L. Liu and T. Zhang	309	311	309-311
I1-09	Analysis of the Magnetic Field Data and Computation of Trim Coil Currents for the Variable Energy Cyclotron	T. K. Bhattacharya and S. K. Basu and N. C. Bhattacharya	312	314	312-314
I1-10	Magnetic Field Measurements of the {NSCL} {K800} Cyclotron Magnet	L. H. Harwood and J. A. Nolen and A. F. Zeller	315	317	315-317
I1-11	Magnetic Field Calculations of the {NSCL} {K800} Superconducting Cyclotron Magnet	L. H. Harwood and B. F. Milton	318	320	318-320
I1-12	Measurements of Quadrupole Magnets	J. L. Conradie and J. C. Cornell and D. T. Fourie and G. C. W. Lloyd	321	324	321-324
I1-13	A Formulation of the Mass of Cyclotron Magnets in Terms of Ion Characteristics and Maximum Field	H. N. Jungwirth	325	328	325-328
I2-01	Radio Frequency System of the {RIKEN} Ring Cyclotron	T. Fujisawa and Y. Chiba and S. Kohara and M. Nagase and K. Ogiwara and Y. Oikawa and I. Takeshita and I. Yokoyama and Y. Kumata	329	332	329-332
I2-02	{RF} Accelerating System for {TARN II}	K. Sato and M. Fujita and T. Kurihara and A. Mizobuchi and E. Tojyo and S. Watanabe and N. Yamazaki and M. Yoshizawa and A. Itano and M. Kodaira and M. Kanazawa and M. Takanaka	333	336	333-336
I2-03	Three Dimensional Analysis of {RF} Electromagnetic Field by the Finite Element Method	M. Hara and K. Mitomori and T. Wada and F. Kikuchi	337	340	337-340
I2-04	{RF} System of {RCNP} Ring Cyclotron Project	T. Saito and I. Miura and A. Shimizu and H. Tamura	341	344	341-344
I2-05	Control of {RF} Leakage in the {TRIUMF} Cyclotron	D. A. Dohan and K. Fong and V. Pacak	345	348	345-348
I2-06	Third Harmonic Flattopping in the {TRIUMF} {RF} Cavity	T. Enegren and D. A. Dohan and K. Fong and V. Pacak and R. Worsham	349	352	349-352
I2-07	Improved Reliability of the {TRIUMF} Resonator System through Installation of New Resonator Panels	R. Worsham and D. A. Dohan and G. Dutto and K. Fong and R. Poirier and G. Stanford	353	356	353-356
I2-08	The Radio-Frequency System of the {NAC} {200 MeV} Separated-Sector Cyclotron	J. J. Kritzinger and R. E. F. Fenemore and van Niekerk, M. J.	357	360	357-360
I2-09	Very High Performance Sliding Short for {RF} Resonators Tuning	C. Pagani and J. Camon and G. Varisco	361	364	361-364
I2-10	Electromagnetic Calculations for an Improved Design of the {Milan} {K800} Cyclotron {RF} Cavities	L. Serafini and C. Pagani and S. Gustafsson	365	369	365-369
I2-11	Effect and Control of the Dee to Dee Coupling Capacitances	S. Gustafsson and C. Pagani	370	373	370-373
I2-12	A Stabilizer for Dee Voltage and Resonator Frequency in {INR} Cyclotron	J. Zhang and X. Z. Chen and X. L. Liu	374	375	374-375
I2-13	Post-Injector Cyclotron Beam Bunching System	A. Shimizu and I. Miura and T. Saito	376	379	376-379
I2-14	{VICKSI} Beam Bunch Preparation	W. Pelzer	380	383	380-383
I2-15	Pulse Selection and Rebunching in the {NAC} Transfer Beamline	J. J. Kritzinger and A. H. Botha and P. M. Cronje and P. R. de Kock and R. E. F. Fenemore and van Niekerk, M. J.	384	387	384-387
I2-16	Magnetron Nonlinearity Effect on Accelerator Output Energy Stability	W. Q. Feng and D. S. Jiang	388	391	388-391
I3-01	Vacuum System for {RIKEN} Ring Cyclotron	K. Ikegami and S. H. Be and S. Nakajima and Y. Oikawa and I. Takeshita	392	395	392-395
I3-02	Pneumatic Expansion Seal of the Separate Sector Cyclotron Vacuum Chamber	A. Shimizu and I. Miura and T. Saito	396	398	396-398
I3-03	Vacuum System of the {SSC} for {HIRFL}	S. J. Zhang	399	400	399-400
I3-04	The {Milan} {K800} Cyclotron Vacuum System	P. Michelato and C. Pagani	401	403	401-403
I3-05	Vacuum Measurements of the {K500} Cyclotron Accelerator Chamber	M. L. Mallory and J. Kuchar and P. S. Miller and E. D. Hudson	404	406	404-406
I4-01	Control System of the {RIKEN} Ring Cyclotron	T. Wada and J. Fujita and T. Kambara and H. Kamitsubo and H. Takebe	407	409	407-409
I4-02	Program for Controlling Magnet Power Supplies of the {RIKEN} Ring Cyclotron	M. Nagase and K. Shimizu and H. Takebe and T. Wada	410	413	410-413
I4-03	High Level Extensions to the {TRIUMF} Central Control System	D. A. Dohan and M. M. Mouat	414	417	414-417
I4-04	Integration of Compute-Bound Tasks in the {SIN} Control System	S. Adam and M. Humbel	418	421	418-421
I4-05	Decentralization of the {NAC} Control System	G. F. Burdzik and R. K. Fisch and W. L. J. Hendrikse and I. H. Kohler and H. W. Mostert and J. N. J. Truter and K. Visser and H. F. Weehuizen	422	425	422-425
I4-06	Vacuum Control Systems at the {NAC} Cyclotrons	K. Visser and H. W. Mostert	426	427	426-427
I4-07	The Distributed Control System with Decentralized Access to an Optical Bus for the {Milan} Superconducting Cyclotron	F. Aghion and D. Giove and A. Paccalini and G. Rivoltella and G. Cuttone	428	431	428-431
I4-08	The Operator Interface in the Control System for the {Milan} Superconducting Cyclotron	F. Aghion and D. Giove and G. Cuttone	432	435	432-435
I4-09	Proposed Full Automatic Control System for the Medical Small Cyclotron {C-30} at the {Institute of Nuclear Studies, Poland}	A. Jankowski	436	439	436-439
I4-10	A Micro-Processor Based Measuring System for Cyclotron	G. Q. Zheng and Z. D. Li and F. Q. Liao and Z. B. Wang	440	442	440-442
I5-01	Beam Diagnostic Equipments for {RIKEN} Ring Cyclotron and Its Beam Lines	M. Kase and Y. Oikawa and M. Saito and I. Takeshita and Y. Yano and I. Yokoyama	443	446	443-446
I5-02	Test of Amorphous Core for {DC} Beam Monitor	S. Watanabe and A. Itano	447	448	447-448
I5-03	On Line Beam Diagnostics at {GANIL}	F. Loyer	449	452	449-452
I5-04	The Design and Performance of the Beam Diagnostic System of the {NAC} Separated-Sector Cyclotron	S. Schneider and H. Gargan and W. L. J. Hendrikse and P. G. Molteno	453	456	453-456
I5-05	Beam Diagnostics at {SIN}	L. Rezzonico	457	460	457-460
I5-06	Beam Diagnostics Devices at the {JINR} Phasotron	Yu. N. Denisov and A. F. Chesnov and V. P. Dmitrievskij and V. V. Kalinichenko and S. V. Mironov and L. M. Onishchenko and V. A. Saenko and M. F. Shabashov	461	464	461-464
I5-07	High Current Beam Profile Monitor (Wire Scanner)	P. Bloemhard and Z. Gelbart	465	467	465-467
I5-08	A Gamma Ray Probe for Internal Beam Phase Measurements	B. F. Milton and M. Maier and R. M. Ronningen and J. Yurkon	468	469	468-469
I6-01	Beam Injection and Extraction System of {RIKEN} Ring Cyclotron	Y. Yano and A. Goto and K. Hatanaka and S. Motonaga and H. Takebe	470	472	470-472
I6-02	Beam Extraction from the {NSCL} {K800} Cyclotron	L. H. Harwood and H. G. Blosser and M. M. Gordon and D. A. Johnson and V. Taivassalo	473	475	473-475
I6-03	The Design and Performance of the Beam Injection and Extraction Systems of the {NAC} Separated-Sector Cyclotron	S. Schneider and P. F. Rohwer	476	479	476-479
I6-04	High Voltage Experiments for the Electrostatic Deflector of the {Milan} Superconducting Cyclotron	De Martinis, C. and A. Ferrari	480	483	480-483
I6-05	Axial Injection in the {K500} Superconducting Cyclotron	F. Marti and A. Gavalya	484	487	484-487
I6-06	Analysis and Transport of Beams from the {ECR} Ion Source to the {NSCL} {K500} and {K800} Cyclotrons	L. H. Harwood and J. A. Nolen and S. Tanaka and A. F. Zeller	488	490	488-490
I6-07	Setting up the {ISIS} Injector System at {JULIC}	W. Bräutigam and H. Beuscher and W. Krauss-Vogt and J. Reich and P. Wucherer and V. S. Pandit	491	494	491-494
I6-08	Axial Injection System for the Superconducting Cyclotron {AGOR}	J. P. Schapira and S. Brandenburg and P. Mandrillon	495	498	495-498
I6-09	Operation of the {LBL} {ECR} Source Injection System	D. J. Clark and C. M. Lyneis	499	502	499-502
I6-10	The Axial Injection Project for the {Milan} Superconducting Cyclotron	G. Bellomo	503	506	503-506
I6-11	Design of the Central Region for Axial Injection in the {Milan} Superconducting Cyclotron	G. Bellomo and L. Serafini	507	510	507-510
I6-12	{AVF}-Cyclotron as an Injector for {RIKEN} Ring Cyclotron	N. Nakanishi and T. Kageyama and H. Kamitsubo	511	514	511-514
I6-13	An Injector Cyclotron for Acceleration of Polarised and Heavy Ions at the {NAC}	A. H. Botha and S. J. Burger and P. J. Celliers and P. M. Cronje and du Toit, Z. B. and H. N. Jungwirth and D. Reitmann	515	518	515-518
I6-14	Operational Experience with the {SIN} {870 KeV} {Cockcroft-Walton} Pre-Injector	M. Olivo	519	522	519-522
I7-01	Beam Transport System for {RIKEN} Ring Cyclotron	K. Hatanaka and A. Goto and T. Inamura and H. Kamitsubo and M. Kase and Y. Yano	523	525	523-525
I7-02	Optimum Design of a Beam Transport System	N. C. Bhattacharya and S. K. Basu and A. Chakrabarti and S. K. Saha	526	529	526-529
I7-03	Design of the Extraction Beam Lines for the {Chalk River} Superconducting Cyclotron	W. G. Davies	530	533	530-533
I7-04	The Coupling Line Between the Tandem and the Superconducting Cyclotron at the {LNS} in {Catania}	G. Bellomo and Di Bernardo, P. and L. Calabretta	534	537	534-537
I7-05	Shielding Calculation of Neutrons for the {RIKEN} Ring Cyclotron Facility	T. Shikata and S. Fujita and N. Nakanishi and T. Kosako	538	541	538-541
I7-06	New Radiation Hazards at the {K500} Cyclotron	R. M. Ronningen and T. A. Antaya and M. L. Mallory and P. S. Miller	542	544	542-544
I7-07	Micron Size Filters in Liquid Helium Transfer Lines	M. L. Mallory and A. Gavalya and H. Laumer and J. A. Nolen and J. Yunker and R. Zarobinski	545	547	545-547
I7-08	The Cryogenic System for the AGOR Superconducting Cyclotron	K. Pieterman and C. Commeaux and G. Levy and J. A. M. Dam and A. Kollen and H. Postma	548	551	548-551
I7-09	Proposal for a Beam Swinger	J. C. Cornell	552	554	552-554
I7-10	Alignment of the Mechanical Components and Machining Control of the Monolithic Vacuum Chamber for {HIRFL}	G. Z. Zhang and Y. Z. Guo and Z. X. Wang	555	557	555-557
J-01	Acceleration of Radioactive Ion Beams in Cyclotrons	M. L. Mallory	558	565	558-565
J-02	Heavy Ion Cyclotrons Development at {JINR}	R. Ts. Oganessian	566	570	566-570
J-03	An Application of Cyclotron to Radiation Damage Study for Fusion Reactor Material Development	H. Shiraishi and A. Hasegawa and N. Kishimoto and J. Nagakawa and N. Yamamoto	571	578	571-578
J-04	Charged Particle Activation Analysis of Light Impurity Elements in Semiconductor Materials	T. Nozaki	579	586	579-586
K-01	Neutron Radiography with Cyclotron	E. Hiraoka	587	592	587-592
K-02	Industrial Applications of the {Karlsruhe} Compact Cyclotron	V. Bechtold and P. Fehsenfeld and H. Schweickert	593	596	593-596
K-03	Current and Future Aspects of Cancer Diagnosis with Positron Emission Tomography	T. Matsuzawa and Y. Abe and T. Fujiwara and H. Fukuda and J. Hatazawa and T. Ido and K. Ishii and K. Ishiwata and K. Itoh and M. Itoh and R. Iwata and K. Kubota and M. Monma and H. Orihara and T. Satoh and Y. Sugawara and M. Tada and T. Takahashi and S. Watanuki and K. Yamaguchi	597	601	597-601
K-04	Fast Neutrons and Protons in Cancer Treatment with the Medical Cyclotron at {NIRS}	H. Tsunemoto and S. Morita	602	608	602-608
K-05	Cyclotron Production of Fast Neutrons for Therapy	M. A. Chaudhri	609	613	609-613
K-06	The Yields of Cyclotron-Produced Radioisotopes for Medical Purposes	M. A. Chaudhri	614	621	614-621
K-07	In-House Cyclotron and Radioisotopes Production System	Y. Adachi and K. Fujii and T. Hiroishi and M. Maruyama and Y. Nishihara and A. Tanaka and H. Suzuki and G. Meyrand	622	625	622-625
K-08	{25–70 MeV} Variable Energy Cyclotron for Radio-Isotope Production	K. Fujii and M. Ishikawa and S. Kadota and M. Maruyama and T. Satoh and G. Meyrand and G. Vassenaix	626	629	626-629
K-09	The Preparation of the Mössbauer Source {¹¹⁹Sb}	G. L. Zhang and M. J. Hu and W. X. Hu and L. F. Liu and W. N. Zhou	630	632	630-632
K-10	Beam Port and Irradiation Chamber of the {RIKEN} Cyclotron for Biological Samples	I. Kaneko and K. Eguchi-Kasai and T. Kosaka and K. Nakano and T. Takahashi	633	633	633
K-11	A High-Power Target System for Radioisotope Production	J. J. Burgerjon and Z. Gelbart and G. O. Hendry and J. C. Lofvendahl and L. McIlwraith and G. A. Pinto	634	637	634-637
K-12	Transport of Cyclotron-Produced Neutrons through Tissue Equivalent Medium	M. A. Chaudhri	638	641	638-641
K-13	Production of Focused Neutron Beam Using Heavy Ion Reaction	K. Hasegawa and M. Fujioka and M. Kitamura and K. Kotajima and O. Satoh and T. Shinozuka and T. Yamaya	642	645	642-645
K-14	A Small Cyclotron for Use in Ion Beam Analysis	H. Yonezawa and M. Katoh and T. Shigematsu and K. Shikano	646	649	646-649
K-15	Single Event Simulation for Memories Using Accelerated Ions	Y. Sakagawa and T. Mizusawa and N. Shiono and Y. Hirao and K. Sato and M. Sekiguchi and I. Sugai and J. Nishimura and T. Hattori	650	653	650-653
K-16	Beam Shaping by Means of a Thin Iris	M. Castiglioni and F. Brossa and B. Weckermann	654	656	654-656
K-17	An Application of Cyclotron Beam to the Study of Radiation Damage in Metals	K. Chen and C. Cao and J. Cheng and M. Hou and Y. Hou and Y. Jin and C. Li and L. Li and B. Luo and Z. Tong and M. Wu and Y. Yao	657	659	657-659
K-18	Some Peculiar Features of a Mini-Cyclotron as a Mass Spectrometer for Dating	M. B. Chen and W. Z. Guo and D. M. Li and S. M. Xu	660	663	660-663
K-19	Mass Spectrometry of {⁴¹Ca} with {RCNP} {AVF} Cyclotron	T. Itahashi and Y. Fujita and T. Fukuda and T. Shimoda and T. Yamagata and Y. Nagame	664	666	664-666
K-20	Cell Death and {DNA} Lesion Caused by Accelerated Charged Particles	K. Eguchi-Kasai and I. Kaneko and T. Kosaka and K. Nakano and T. Takahashi and A. Maruhashi	667	668	667-668
K-21	Proton Irradiation Effects on Organic Polymers	T. Seguchi and M. Hagiwara and W. Kawakami and T. Sasuga and H. Kamitsubo and I. Kohno	669	672	669-672
K-22	Five Years Experience of Neutrontherapy with the {Orleans} Cyclotron — Technical Aspects	N. Breteau and G. Goin and R. Sabattier	673	677	673-677
K-23	A Status Report of the Cyclotron Facility at the {King Faisal Specialist Hospital and Research Centre}	J. W. Stetson and R. M. Lambrecht and M. Sajjad and F. W. Zielinski	678	681	678-681
K-24	Two Years of Operating Experience with the {Seattle} Clinical Neutron Therapy Facility	R. Risler and S. Brossard and J. Eenmaa and I. Kalet and P. Wootton	682	684	682-684
K-25	The Operational Status of the National Institutes of Health Cyclotron Complex	P. Plascjak and R. Finn and S. Googins and S. Larson and Meyer, Jr., W. and Y. Sheh and P. Strudler and Y. Yamashita	685	688	685-688
K-26	A Light, Superconducting{ H¯} Cyclotron for Medical Diagnostics and Neutron Radiography	M. F. Finlan and M. Kruip and M. N. Wilson	689	692	689-692
K-27	Proton Therapy Complex with Three Procedure Rooms	I. V. Chuvilo and S. I. Blokhin and V. M. Brejev and O. P. Fedotov and L. L. Goldin and V. S. Khoroshkov and Y. L. Kleinbok and S. P. Lisovets and M. F. Lomanov and L. M. Pavlonsky and G. G. Shimchuk and I. A. Vorontsov and V. Y. Medved and V. V. Yermolaev	693	696	693-696
K-28	The Aspects of Cyclotron Application in Medicine	Yu. P. Vakhrushin and Yu. F. Chichikalov and A. V. Stepanov and M. F. Vorogushin and I. A. Ermakov and L. A. Il’in	697	698	697-698
M-01	Multiply Charged {ECR} Ion Sources for Particle Accelerators	R. Geller	699	706	699-706
M-02	Operational Performance of the {LBL} 88-Inch Cyclotron with an {ECR} Source	C. M. Lyneis	707	712	707-712
M-03	Early Performance of the Superconducting {ISIS} {ECR} Source at {Jülich}	H. Beuscher and W. Bräutigam and W. Krauss-Vogt and J. Reich and P. Wucherer	713	716	713-716
M-04	An Intense Ion Source for {H¯} Cyclotrons	R. Baartman and K. R. Kendall and M. MacDonald and D. R. Mosscrop and P. W. Schmor and D. Yuan and M. Olivo	717	720	717-720
M-05	A Report on the Design and Performance of a Vertical, {2 × 6.4 GHz}, Full Iron Yoke {ECR} Ion Source for the {NSCL} Superconducting Cyclotrons	T. A. Antaya and J. M. Moskalik and D. S. Sanderson and Z. Q. Xie	721	724	721-724
M-06	Design of the {ATLAS PIIECR} Ion Source	E. Minehara and P. Bilquist and W. Evans and F. Lynch and R. Pardo	725	727	725-727
M-07	Intense Heavy Ion Duoplasmatron Source	B. H. Sun and Q. Chen	728	730	728-730
M-08	Arc Characteristics of the Self Heated {PIG} Ion Source	T. Itahashi and S. Mine and H. Ogata and N. Yasui	731	734	731-734
N-01	Aluminium Alloy Ultrahigh Vacuum System	H. Ishimaru	735	741	735-741
N-02	Research on Superconducting {RF} Cavities at {KEK}	Y. Kojima	742	747	742-747
N-03	Synchrotrons in Cyclotron Territory	D. J. Clark and R. A. Gough	748	751	748-751
N-04	A New Isotope Separator at the {CERN} Synchro-Cyclotron	B. W. Allardyce	752	755	752-755
O-01	Cyclotrons in 1986	M. K. Craddock	756	760	756-760
