eid	title	author	firstpage	lastpage	pages
MO3-25	Transition Section between a {200 MHz} Drift Tube Linac and a High Gradient Coupled Cavity Linac for the {Fermilab} Upgrade	J. MacLachlan and F. Mills and L. Oleksiuk	106	108	106-108
MO3-26	Heavy Ion Acceleration Using Drift-Tube Structures with Optimised Focusing	D. Warner	109	111	109-111
MO3-27	Low Beta Linacs and Alternating Phase Focusing	R. Gluckstern and D. Vassiliadis	112	114	112-114
MO3-31	Design and Construction of a 425-{MHz} Cryogenic ({20 K}) Two-Cell {DTL} Sparker	N. Wilson and G. Bolme and K. Kalash	115	118	115-118
MO3-33	Studies of the Four-Rod {RFQ} Using the {MAFIA} Codes	M. Browman and T. Barts and P. Friedrichs and G. Spalek	119	121	119-121
MO3-34	A Radio-Frequency Quadrupole Accelerator Longitudinal Field Stabilizer	E. Gray and A. Shapiro and G. Spalek	122	124	122-124
MO3-35	Field Stability in Two-Stem Drift-Tube Linacs	J. Billen and A. Shapiro and G. Spalek	125	127	125-127
MO3-36	Post-Coupler Stabilization and Tuning of a Ramped-Gradient Drift-Tube Linac	J. Billen and A. Shapiro	128	130	128-130
MO3-37	Analysis of Measured Post-Coupler Fields in a Ramped-Gradient Drift-Tube Linac	J. Billen	131	133	131-133
MO3-38	Synchronous Phase and Energy Measurement System for a {6.7 MeV} {H¯} Beam	J. Gilpatrick and R. Meyer and J. Power and R. Shafer and F. Wells	134	136	134-136
MO3-39	Tailoring of the {RF} - Properties of a Multichannel Accelerator for the {MeV} Energies	R. Wojke and J. Bannenberg and R. Steenvoorden and W. Urbanus and van Amersfoort and P. and H. Klein and A. Schempp and R. Thomae and T. Weis	137	139	137-139
MO3-40	A Four-Rod Cavity {RFQ}	R. Kazimi	140	142	140-142
MO3-41	An {805 MHz} Disk and Washer Structure for the {Fermilab} Linac Upgrade	A. Moretti and D. Young and G. Lee and F. Mills and P. Zhou and D. Swenson and P. Young	143	145	143-145
MO3-42	Acceleration of He4 Ions in the {APF} Structure and the Linac {I-2} for Injection into {10 GeV} Synchrotron	I. Chuvilo and V. Artemov and I. Kapchinskiy and Yu. Korchagin and V. Kuzmichev and V. Kurakin and V. Kushin and N. Lazarev and I. Parshin and S. Plotnikov and A. Raskopin and R. Romanovskiy and V. Stolbunov and S. Ugarov	146	148	146-148
MO3-43	High-Energy ({1–2 MeV}) Beams for Magnetic Fusion - Tokamak Plasma Heating and Current Drive	W. Becraft and G. McMichael and A. Schempp and T. Wanger and M. Akerman and G. Barber and W. Dagenhart and H. Haselton and B. Murphy and R. Raridon and K. Rothe and P. Ryan and W. Stirling and J. Whealton	149	154	149-154
MO3-44	{H¯} Beam Neutralization Measurements with a Gridded-Energy Analyser, a Noninterceptive Beam Diagnostic	J. Sherman and P. Allison and E. Pitcher	155	157	155-157
MO3-45	Experiments Connected with Tuning of the Drift Tube Cavities Stabilized with Post Couplers	Ju. Bylinsky and S. Esin and A. Feschenko and P. Ostroumov and S. Zharylkapov	158	160	158-160
MO3-46	Simultaneous Transport of {N⁺} and {N\rlap{₂}⁺} Beams through a {FODO} Channel	W. Urbanus and R. Steenvoorden and R. Wojke and J. Bannenberg and H. Klein and A. Schempp and R. Thomae and T. Weis and van Amersfoort, P.	161	163	161-163
MO3-47	Pulsed {H¯} Beams from Penning {SPS} Sources Equipped with Circular Emitters	Smith, Jr., H. V. and P. Allison and J. Sherman	164	166	164-166
MO3-48	Longitudinal Beam Dynamics of a {5 MeV} {DTL} - A Comparison of Theory and Experiment	C. Fortgang and G. Bolme and W. Cottingame and K. Johnson and D. Rusthoi and O. Sander and G. Worth	167	169	167-169
MO3-50	{RF}-Tuning of the {HERA} Linac 3 {Alvarez} Structures	J. Peters	170	172	170-172
MO3-51	Beam Transport with Magnetic Solenoids and Plasma Lenses	R. Noble	173	175	173-175
MO3-52	Input Admittance Matrix of Multiport Driven {DTL}	B. Cheo and R. Jones and J. Shmoys	176	178	176-178
MO3-53	Measurements on a {Gabor} Lens for Neutralizing and Focusing a {30 keV} Proton Beam	J. Palkovic and R. Hren and G. Lee and F. Mills and C. Schmidt and J. Wendt and D. Young	179	181	179-181
MO3-54	Observation of Transverse Instabilities in the {FNAL} {200 MeV} Linac	E. McCrory and G. Lee and R. Webber	182	184	182-184
MO3-55	A Low Beta {RF} Linac-Structure of the {IH}-Type with Improved Radial Acceptance	U. Ratzinger	185	187	185-187
MO3-56	Redesign of the Low Energy Section of the {Fermilab} Linac to Improve Beam Brightness	C. Schmidt and R. Noble and J. Palkovic and F. Mills	188	189	188-189
MO3-57	An Alternate Side Coupled Structure for the Fermilab Linac Upgrade	T. Jurgens and Q. Kerns and J. Fritz and M. May	190	191	190-191
MO3-58	Uniform Ribbon-Beam Generation for Accelerator Production of Tritium	A. Jason and B. Blind and E. Svaton	192	195	192-195
MO3-59	The {AGS} {H¯} {RFQ} Preinjector	J. Alessi and J. Brennan and J. Brodowski and H. Brown and A. Kponou and V. LoDestro and P. Montemurro and K. Prelec and R. Witkover and R. Gough and J. Staples	196	198	196-198
MO3-60	Superconducting Accelerating Structures for High-Current Ion Beams	J. Delayen	199	204	199-204
TU1-01	High-Order Beam Optics (An Overview)	E. Heighway	205	210	205-210
TU1-02	Physics Design of Linear Accelerators for Intense Ion Beams	T. Wangler	211	215	211-215
TU1-03	{RF} Superconductivity, A Status Review	D. Proch	216	220	216-220
TU1-04	Superconducting {RF} for Direct Acceleration in {TeV} Colliders	R. Sundelin	221	226	221-226
TU2-01	Prospects for {RF} Applications of High $T_c$ Superconductors	H. Padamsee	227	230	227-230
TU2-02	The Darmstadt Superconducting Linac	H.-D. Gräf and A. Richter	231	236	231-236
TU2-03	The {ATLAS} Upgrade Project	L. Bollinger	237	241	237-241
TU2-04	The {UNILAC} Upgrade Project	J. Klabunde	242	246	242-246
TU2-05	The {Mainz} Microtron Operation Experience and Upgrade Progress	H. Herminghaus	247	251	247-251
TU2-06	Commissioning Highlights of the Pulse Stretcher Ring {EROS}	R. Servranckx	252	254	252-254
TU2-07	{NIST}-{Los Alamos} Racetrack Microtron Status	M. A. Wilson and R. L. Ayres and R. I. Cutler and P. H. Debenham and E. R. Lindstrom and D. L. Mohr and S. Penner and J. E. Rose and L. Young	255	260	255-260
WE1-01	Impedance and Wakefields Beyond Cutoff	J. Bisognano	261	266	261-266
WE1-02	The Use of Electromagnetic Particle-in-Cell Codes in Accelerator Applications	K. Eppley	267	272	267-272
WE1-03	Latest Development in Codes for Electromagnetic Fields	T. Weiland	273	280	273-280
WE2-01	{Free-Electron Laser} Results from the Advanced Test Accelerator	T. Orzechowski and F. Chambers and Y.-P. Chong and G. A. Deis and J. L. Miller and A. C. Paul and D. Prosnitz and J. T. Weir and E. T. Scharlemann and K. Halbach and J. Edighoffer	281	284	281-284
WE2-02	Advanced Accelerator {R&D} at {LAL}/{Orsay}	Le Duff, J.	285	289	285-289
WE2-03	{XUV} {Free-Electron Laser} Development at {Los Alamos}	B. Newnam	290	294	290-294
WE2-04	Visible Wavelength Free Electron Oscillator	D. Shoffstall	295	304	295-304
WE3-01	The Electron Accelerator for {FELIX}	van Amersfoort, P. and van der Geer, C. and van der Meer, A. and P. Bruinsma and R. Hoekstra and F. Kroes and G. Luyckx and J. Noomen and M. Poole and G. Saxon	305	307	305-307
WE3-02	A Linac for {Free Electron Laser} at {JAERI}	M. Ohkubo and Y. Kawarasaki and K. Mahiko and M. Sawamura and N. Shikazono and M. Sugimoto and M. Takabe and H. Yoshikawa	308	308	308
WE3-03	High Current {RF} Accelerator for {FEL} Applications	D. Price and R. Genuario and R. Smith and R. Miller	309	311	309-311
WE3-04	Laced Permanent Magnet Quadrupole Drift Tube Magnets	B. Feinberg and G. Behrsing and K. Halbach and J. Marks and M. Morrison and D. Nelson	312	314	312-314
WE3-05	Transverse Effects of a Waveguide Coupling Slot	R. Cooper and K. Chan and L. Thode and T. Wang	315	317	315-317
WE3-06	Beam Break-Up and Resistive Wall Instability in a Steady-State {Free Electron Laser} in the Microwave Regime	K. Takayama	318	321	318-321
WE3-08	{RF} and Space-Charge Induced Emittances in Laser-Driven {RF} Guns	K.-J. Kim and Y.-J. Chen	322	324	322-324
WE3-09	Conceptual Design of a Bright Electron Injector Based on a Laser-Driven Photocathode {RF} Electron Gun	S. Chattopadhyay and D. Hopkins and K.-J. Kim and R. Miller and A. Sessler and T. Young and Y.-J. Chen and A. Kung and R. Miller	325	327	325-327
WE3-10	Betatron Function Parameterization of Beam Optics Including Acceleration	D. Douglas and J. Kewisch and R. York	328	331	328-331
WE3-12	Cascaded Transmission Line Model for Global {DTL} Analysis	J. Shmoys and B. Cheo and R. Jones	332	334	332-334
WE3-13	Error Studies Using {PARTRACE}, a New Program that Combines {PARMILA} and {TRACE 3-D}	K. Crandall	335	337	335-337
WE3-14	Design and Construction of the Photocathode Electron Gun Cavity	E. Gray and J. Fraser	338	340	338-340
WE3-15	High-Brightness, High-Current-Density Cathode for Induction Linac {FELs}	W. Turner and Y.-J. Chen and W. Nexsen and M. Green and G. Miram and A. Nordquist	341	344	341-344
WE3-16	Production, Transport and Injection of a Cold Non-Magnetized Electron Beam for the Recirculating Linac	M. Mazarakis and D. Hasti and J. Poukey and D. Smith and J. Wagner and M. Haworth	345	347	345-347
WE3-17	{CEBAF} Linac Cryogenic Instrumentation Requirements and a Review of the Available Sensors	M. G. Rao	348	350	348-350
WE3-18	Mechanical Design of a {RF} Electron Gun	M. Woodle and K. Batchelor and J. Sheehan	351	352	351-352
WE3-19	Electrons RF Auto-Focusing and Capture in Bunchers	D. Tronc and A. Setty	353	355	353-355
WE3-20	Calculation of Cavity/Wave Guide Coupling	R. Gluckstern and R. Li	356	358	356-358
WE3-21	Longitudinal Coupling Impedance and its High Frequency Behavior	R. Gluckstern and F. Neri	359	361	359-361
WE3-22	Beam Breakup with Coupling between Cavities	R. Gluckstern and F. Neri and R. Cooper	362	364	362-364
WE3-23	Photoelectric Injector Design Considerations	B. Carlsten and R. Sheffield	365	369	365-369
WE3-24	Transverse Resistive-Wall Instability of a Bunched Electron Beam in a Wiggler	G. Rangarajan and K. Chan	370	372	370-372
WE3-25	Cavity-Waveguide Coupling through a Large Aperture	T. Wang and R. Cooper and L. Thode	373	375	373-375
WE3-26	Fringe Fields of Current-Dominated Multipole Magnets	E. Wadlinger	376	378	376-378
WE3-29	{CEBAF} Cavity Fabrication — a Successful Technology Transfer	M. Hiller and W. Bensiek and J. Dateo and W. Pruitt	379	381	379-381
WE3-30	Modular Magnet Current Regulator	N. Dobeck and G. Burtner and R. LaMora	382	384	382-384
WE3-31	Variable-Dispersion Electron Spectrometer for the {SCA/FEL}	R. Swent and T. Smith	385	387	385-387
WE3-32	Requirements for Longitudinal {HOM} Damping in Superconducting Recirculating Linacs	J. Bisognano and M. Fripp	388	390	388-390
WE3-33	Calculations on Permanent-Magnet Quadrupoles with Nonrectangular Cross Section	G. Boicourt and J. Merson	391	393	391-393
WE3-34	Mapping the Fringe Fields of Multipole Magnets	E. Wadlinger	394	396	394-396
WE3-35	Does {UHV} Annealing above {1100 °C} as a Final Surface Treatment Reduce Field Emission Loading in Superconducting Cavities?	H. Padamsee and K. Gendreau and W. Hartung and J. Kirchgessner and D. Moffat and R. Noer and D. Rubin and J. Sears and Q. Shu	397	399	397-399
WE3-36	Injector for {LISA}	A. Aragona and C. Biscari and R. Boni and S. Kulinski and B. Spataro and F. Tazzioli and M. Vescovi	400	402	400-402
WE3-37	Status of the {CEBAF} Injector	W. Diamond and R. Pico	403	405	403-405
WE3-38	The Control and Diagnostics System for the {CEBAF} Injector	P. Adderley and W. Barry and R. Bork and R. Cucinotta and C. Grubb and J. Heefner and J. Kewisch and P. Kloeppel and G. Lahti and T. Mason and E. Navarro and R. Pico and H. Robertson and R. Rossmanith and J. Sage and M. Wise	406	408	406-408
WE3-39	Thermionic Gun Control System for the {CEBAF} Injector	R. Pico and R. Bork and W. Diamond and J. Fugitt	409	411	409-411
WE3-40	Analog Techniques in {CEBAF}’s {RF} Control System	C. Hovater and J. Fugitt	412	414	412-414
WE3-41	{CEBAF} Control System	R. Bork and C. Grubb and G. Lahti and E. Navarro and J. Sage and T. Moore	415	417	415-417
WE3-42	The Bates Linac Control System	T. Russ and Z. Radouch	418	420	418-420
WE3-43	Emittance Measurements at the {Bates} Linac	K. Jacobs and J. Flanz and T. Russ	421	423	421-423
WE3-44	Accelerator Beam Profile Measurements at the {Bates} Linac	K. Jacobs and J. Flanz and R. Biron and E. Ihloff and J. Kelsey and Z. Radouch and T. Russ and A. Saab	424	426	424-426
WE3-47	Simulation of Emittance Growth in the {ALS} Pre-Injector	C. Kim	427	429	427-429
WE3-48	A High Resolution Beam Profile Monitor Using {Bremsstrahlung}	J. Norem	430	431	430-431
WE3-49	Superconducting {RF} Activities at {Saclay}	B. Aune and M. Boloré and J. Bourbonneux and J. Cavedon and J. Charrier and Ph. Damsin and J. Fagot and A. Godin and J. Gratadour and B. Hervieu and M. Juilliard and F. Koechlin and Ph. Leconte and B. Mahut and A. Mosnier and C. Magne and J. Rodriguez and A. Veyssière and S. Buhler and T. Junquera and Le Scornet, J. and A. Lièbe	432	433	432-433
WE3-50	Progress of Electron Gun Systems for the {e⁻/e⁺} Linac at {KEK}	S. Ohsawa and A. Asami and A. Enomoto and S. Fukuda and Y. Ogawa and Y. Otake and Y. Saito and M. Yokota and O. Azuma and H. Iwata	434	436	434-436
WE3-51	Design of {CEBAF}’s {RF} Separator and Results of Cold Tests	C.-G. Yao	437	441	437-441
WE3-52	Calculation of Aberration Coefficients up to Sixth Order of Multipole Focusing Elements	N. Tsoupas and H. Enge and E. Forest	442	444	442-444
WE3-53	The Development of Small-Scale Quadrupoles to Operate at 20 to {50 K}	D. Liska and R. Brown and J. Cost and R. Kraus	445	450	445-450
WE4-01	Formation and Transport of High-Brightness {H⁻} Beams	M. Reiser	451	454	451-454
WE4-02	{ECR} Ion Sources for Accelerators	R. Geller and P. Briand and B. Jacquot and P. Ludwig and G. Melin and M. Pontonnier	455	459	455-459
WE4-03	Recent Progress in {RFQ}’s	A. Schempp	460	464	460-464
WE4-04	High Current Polarized Proton Sources	J. Alessi	465	469	465-469
WE4-05	Model-Based Expert Systems for Linac Computer Controls	M. Lee	470	476	470-476
TH1-01	Damped Acceleration Cavities	R. Palmer	477	480	477-480
TH1-02	Transport and Acceleration of Low-Emittance Electron Beams	H. Henke	481	486	481-486
TH1-03	Beam Dynamics Verification in Linacs of Linear Colliders	J. Seeman	487	493	487-493
TH1-04	Beam Phenomena at the Interaction Point	K. Yokoya	494	502	494-502
TH2-01	A Review of Gyroklystrons and a Cost Estimate for a Gyroklystron-Driven Supercollider	V. Granatstein and W. Lawson and A. Mondelli and D Chernin	503	507	503-507
TH2-02	Relativistic Klystron Research for Linear Colliders	R. Miller and M. Allen and R. Callin and H. Deruyter and K. Eppley and K. Fant and W. Fowkes and W Herrmannsfeldt and T. Higo and H. Hoag and R. Koontz and T. Lavine and T. Lee and G. Loew and P. Morton and R. Palmer and J. Paterson and R. Ruth and H. Schwarz and Y. Takeuchi and A. Vlieks and J. Wang and P. Wilson and D. Hopkins and A. Sesseler and W. Barletta and D. Birx and J. Boyd and T. Houck and D. Prono and R. Ryne and G. Westenskow and S. Yu	508	513	508-513
TH2-03	On the Horizon: New {RF} Power Sources for Linear Accelerators	D. Reid	514	518	514-518
TH2-04	Beam Dynamics of a Laser-Driven {RF} Electron Gun	K. McDonald	519	519	519
TH2-05	{RF} Photoelectron Gun Experimental Performance	R. Sheffield and W. Cornelius and J. Fraser and E. Gray and B. Lamartine and D. Nguyen and R. Springer and J. Watson	520	524	520-524
TH3-01	High-Power Microwave Source Development at {Los Alamos}	M. Fazio and J. Kinross-Wright and R. Hoeberling and Van Haaften, F.	525	527	525-527
TH3-02	An {RF}-Driven Lasertron	P. Tallerico and R. Sheffield and W. Cornelius and E. Gray and M. T. Wilson and D. Nguyen and K. Meier and R. Stockley	528	530	528-530
TH3-03	Magnetization Current Models for Ferrite Loaded {LIA} Cavities	L. Schlitt and R. Genuario	531	534	531-534
TH3-04	A Phase Measurement System for {RF} Pulses	J. Peters	535	537	535-537
TH3-05	Self-Acceleration of Relativistic Modulated Beams	N. Ajzatskij	538	539	538-539
TH3-07	The {Brookhaven Accelerator Test Facility}	K. Batchelor and T. Chou and R. Fernow and J. Fischer and J. Gallardo and H. Kirk and R. Koul and R. Palmer and C. Pellegrini and J. Sheehan and T. Srinivasan-Rao and S. Ulc and M. Woodle and I. Bigio and N. Kurnit and K. McDonald	540	543	540-543
TH3-08	Beatwave Acceleration Experiments	C. Clayton and C. Joshi and W. Leemans and K. Marsh and M. Shu and R. Williams	544	546	544-546
TH3-09	High Repetition Rate Kickers for Linear Colliders	S. Heifets and R. Rossmanith	547	549	547-549
TH3-11	Design of a Prototype Disk and Washer Structure for a High Intensity Electron Linac	P. Fernandes and R. Parodi and A. Schenone	550	552	550-552
TH3-12	Beam Delivery Systems for Industrial Accelerators	V. Mason and R. Davis	553	555	553-555
TH3-13	Design and Fabrication Studies of High Gradient Accelerating Structures for the {CERN Linear Collider (CLIC)}	I. Wilson and W. Schnell and H. Henke	556	558	556-558
TH3-14	High Power {L}-Band Klystrons for Linear Accelerator	G. Faillon and E. Boghossian and Ph. Guidée	559	561	559-561
TH3-15	{X}-Band High Power Pulsed Klystron	K. Hayashi and K. Hemmi and H. Iyeki and T. Onodera	562	564	562-564
TH3-16	Engineering Design of the Injector Linac for the {Advanced Light Source (ALS)}	B. Taylor and H. Lancaster and H. Hoag	565	567	565-567
TH3-17	S{LC} Positron Source Startup	J. Clendenin and G. Bartha and H. DeStaebler and S. Ecklund and R. Helm and L. Keller and A. Kulikov and A. Odian and M. Ross and J. Truher and C.-G. Yao and B. Barnett and A. Breakstone	568	570	568-570
TH3-18	Control of an {RF} Amplifier for {Japanese} Hadron Facility	H. Hanaki and I. Abe and Z. Igarashi and T. Takashima and S. Anami	571	573	571-573
TH3-19	Performance of the High Power {RF} System for the {NIST}-{Los Alamos} Racetrack Microtron	R. I. Cutler and L. Young	574	576	574-576
TH3-20	Progress of Positron Generator at {KEK}	A. Asami and G. Horikoshi and I. Abe and S. Anami and A. Enomoto and S. Fukuda and K. Furukawa and H. Hanaki and H. Honma and H. Iijima and K. Kakihara and N. Kamikubota and H. Katagiri and H. Kobayashi and N. Matsuda and K. Nakao and K. Nakahara and Y. Ogawa and T. Ogoe and S. Ohsawa and Y. Otake and Y. Saito and I. Sato and T. Shidara and T. Urano and M. Yokota and H. Iwata and S. Huzie	577	579	577-579
TH3-21	Compensation of Beam Loading in the {ALS} Injector Linac	F. Selph	580	582	580-582
TH3-22	The Roles of Frequency and Aperture in Linac Accelerator Design	Z. Farkas	583	585	583-585
TH3-23	A Beauty Factory Using an {SRF} Linac and a Storage Ring	J. Bisognano and J. Boyce and D. Douglas and S. Heifets and J. Kewisch and G. Krafft and R. Rossmanith	586	588	586-588
TH3-25	Transient Analysis of Multicavity Klystrons	T. Lavine and R. Miller and P. Morton and R. Ruth	589	591	589-591
TH3-26	The {RF} Phase System of the {SLC}	R. Jobe and J. Clendenin and H. Schwarz and J. Seeman and J. Sheppard and R. Stiening	592	594	592-594
TH3-27	Electron Beam Monochromatization in the Linac used as an Injector to the Stretcher	P. Gladkikh and A. Dovbnya and Yu. Tur and V. Shendrik and A. Shcherbakov	595	597	595-597
TH3-28	New Accelerating Sections for the {2 GeV} Linac	E. Biller and V. Vishnyakov and A. Dovbnya	598	600	598-600
TH3-30	Fourteen {MeV} Electron Radiation Processing Accelerator and Its Applications	X. Zhai and J. Chong and C. Liu and B. Qu and X. Shi and F. Xu and Z. Zhang	601	602	601-602
TH3-31	Self-Modulation of an Intense Electron Beam in an Injector of a Linac with a Feedback	N. Ajzatskij	603	604	603-604
TH3-32	Design Constraints for {e⁺e⁻} Supercolliders at Energies of {0.5–2.0 TeV} per Linac	D. Chernin and A. Mondelli	605	607	605-607
TH3-33	A High-Power {RF} Efficient {L}-Band Linac Structure	J.-P. Labrie and S. Alexander and R. Kelly	608	610	608-610
TH3-34	Compact High-Transmission Electron Linac Structures	J.-P. Labrie	611	613	611-613
TH3-35	Construction of a {35 MeV} {Double Sided Microtron (DSM)}	T. Tanaka and K. Hayakawa and K. Sato and O. Takeda and Y. Torizuka and K. Yoshida	614	616	614-616
TH3-36	A Novel Traveling Wave {DAW} Accelerating Structure	Y. Lin and Hao Chen and Huibi Chen and R. Chen and D. Li and D. Tong and L. Zhou	617	619	617-619
TH3-37	A {4 MeV} Standing Wave Electron Linac with On-Axis Coupler	Y. Lin and J. Feng and Y. Hu and D. Li and A. Liu and W. Luo and D. Tong and G. Xu	620	622	620-622
TH3-38	The Use of a Single Source to Drive a Binary Peak Power Multiplier	P. Latham	623	624	623-624
TH3-39	A {20 MHz} Ferrite Inductive Isolation Loss Study	K. Lancaster and M. Buttram	625	627	625-627
TH3-41	{RADLAC-II} Upgrade Experiments	S. Shope and C. Frost and D. Hasti and G. Leifeste and M. Mazarakis and J. Poukey and D. Smith	628	630	628-630
TH3-42	The New Injector Design for the Upgraded {RADLAC-II} Linac Accelerator	M. Mazarakis and J. Poukey and S. Shope and D. Hasti and C. Frost and G. Leifeste and D. Smith	631	633	631-633
TH3-43	Radial Focusing in an Induction Linac Gap	Y. Chen and M. Reiser	634	636	634-636
TH3-44	Underdense Plasma Lenses for Focusing Particle Beams	T. Katsouleas and J. Dawson and J. Su	637	639	637-639
TH3-45	Short {RF} Pulse Propagation in a Traveling Wave Structure	L. Ferrucci and C. Pagani and L. Serafini	640	642	640-642
TH3-47	Design Considerations of High Peak Power Gyroklystrons for Linear Colliders	W. Lawson and J. Calame and V. Granatstein and B. Hogan and P. Latham and M. Reiser and M. Skopec and C. Striffler and W. Wang and D. Welsh and M. Read	643	645	643-645
TH3-50	Beam Determination of Quadrupole Misalignments and Beam Position Monitor Biases in the {SLC} Linac	C. Adolphsen and T. Lavine and W. Atwood and T. Himel and A. Petersen and J. Seeman	646	648	646-648
TH3-51	A Simple Beam Position Monitor System for {CEBAF}	W. Barry and R. Rossmanith and M. Wise	649	651	649-651
TH3-52	A High-Intensity Drift-Tube Linac with Ramped Accelerating Gradient	D. Liska and J. Billen and L. Dauelsberg and H. Mignardot and G. Zimmerman	652	656	652-656
TH3-53	The Disk and Washer Structure for {Moscow} Meson Factory Linac	S. Esin and L. Kravchuk and V. Paramonov and G. Romanov	657	659	657-659
TH3-54	Injectors for High-Intensity Linear Accelerator of {INR} {Moscow} Meson Factory	A. Anikeichik and A. Belov and O. Elsukov and S. Esin and O. Frolov and V. Kish and V. Klenov and O. Korolev and S. Kubalov and V. Kuzik and A. Vasushenko and V. Yakushev	660	662	660-662
TH3-55	Aberrations of the Spin of Polarized Protons in a Linac	N. Golubeva and Yu. Senichev	663	665	663-665
TH3-56	New Features of the $∆t$-Procedure for an Intensive Ion Linac	G. Dubinsky and A. Reshetov and Yu. Senichev and E. Shaposhnikova	666	668	666-668
TH3-57	Problems of the Beam Loss in Intense Ion Linear Accelerators	N. Golubeva and A. Pashenkov and Yu. Senichev and E. Shaposhnikova	669	674	669-674
FR1-01	{B}-Factories: A Perspective of {B}-Physics and Possible Accelerator Design Approaches	R. Siemann	675	679	675-679
FR1-02	Work on Superconducting Linacs in Progress in {Frascati}	S. Tazzari and A. Aragona and C. Biscari and R. Boni and M. Castellano and A. Cattoni and V. Chimenti and S. De Simone and S. Faini and U. Gambardella and S. Guiducci and S. Kukinski and L. Maritato and G. Modestino and P. Patteri and M. A. Preger and C. Sanelli and M. Serio and B. Spataro and F. Tazzioli and M. Vescovi and C. Pagani and N. Cavallo and F. Cevenini	680	683	680-683
